ID;primäres_Label_viecpro;Adresse;alternatives_label_adress1822;alte_1795_1821;ältere_1770_1795;Hausinhaber;Gassen und Plätze;Grundobrigkeit;Latitude;Longitude;Stadtviertel
0;Ksl. Burg;Burgplatz 1;1;"12;1222";"12;1184";Kaiserlich-Königliche Burg;Burgplatz;Kaiserlich-Königlich;48.2070838;16.3658979;Widmerviertel
1;;Naglergasse 305;305;332;204;;Naglergasse;Magistrat der Stadt Wien;48.21107222;16.36655919;Schottenviertel
2;Herrengasse, Dietrichsteinisches Haus;Herrengasse 27;27;"35;36";"19;20";;Herrengasse;Ständisch rustikal, seiner Obrigkeit Stift Schotten;48.2090966;16.3658795;Schottenviertel
3;Herrengasse, Mollardisches Haus;Herrengasse 28;28;37;21;;Herrengasse;Stift Schotten;48.2094076;16.3657288;Schottenviertel
4;Herrengasse, Trautsonisches Haus;Herrengasse 29;29;37;21;K. K. Dicasterial-Gebäude oder niederländische Kanzlei;Herrengasse;Ständisch frei;48.2096481;16.3655273;Schottenviertel
5;Landhaus;Herrengasse 30;30;39;23;Niederösterreichisches Landhaus (d. große);Herrengasse;Ständisch frei;48.2100989;16.3651365;Schottenviertel
6;Herrengasse, Zum schwarzen Tor;Minoritenplatz 35;35;44;28;;Minoritenplatz;P. P. Minoriten;48.21034115;16.36394543;Schottenviertel
7;Spanisches Haus;Vordere Schenkenstraße 45;45;54;47;;Vordere Schenkenstraße;"Ständisch frei;Magistrat der Stadt Wien";48.2101711;16.3625421;Schottenviertel
8;Rosengasse, Seizisches Haus;Rosengasse 53;53;62;66;;Rosengasse;Magistrat der Stadt Wien;48.2111245;16.3630096;Schottenviertel
9;Ksl. Hofzahlamt;Herrengasse 59;59;67;57;;Herrengasse;Ständisch rustikal, seiner Obrigkeit Stift Schotten;48.2109296;16.3646102;Schottenviertel
10;Rosengasse, Studlerisches Haus;Freyung 62;62;70;60;;Freyung;"teils ständisch rustikal, seiner Obrigkeit Stift Schotten;teils Magistrat der Stadt Wien";48.2112568;16.3631811;Schottenviertel
11;Teinfaltstraße, Statthalterisches Haus;Teinfaltstraße 64;64;72;62;;Teinfaltstraße;Magistrat der Stadt Wien;48.2116459;16.3633527;Schottenviertel
12;Ksl. Reitstall;Teinfaltstraße 74;74;82;76;;Teinfaltstraße;Stift Schotten;48.2115852;16.3625775;Schottenviertel
13;Schottenhof;Freyung 136;136;143;117;Stift Schotten;Freyung;Ständisch frei;48.2126633;16.3640295;Schottenviertel
14;Hohe Brücke, Gärberisches Haus;Hohe Brücke 143;143;150;393;;Hohe Brücke;Stift Schotten;48.2130101;16.3682345;Schottenviertel
15;Hohe Brücke, Rosenbergisches Haus;Hohe Brücke 146;146;153;384;;Hohe Brücke;Stift Schotten;48.21289885;16.36806462;Schottenviertel
16;Hohe Brücke, Baderhaus;Renngasse 148;148;155;382;Armen-Institutionsfonds;Renngasse;Stift Schotten;48.21301171;16.36774889;Schottenviertel
17;Tiefer Graben, Königisches Haus;Wachtergässchen 152;152;159;378;;Wachtergässchen;Stift Schotten;48.21232466;16.3674862;Schottenviertel
18;Freyung, Zum goldenen Strauß;Freyung 157;157;164;373;;Freyung;Stift Schotten;48.2115597;16.366193;Schottenviertel
19;;Am Bergl 484;484;690;676;;Am Bergl;Magistrat der Stadt Wien;48.2115976;16.37556556;Stubenviertel
20;Tiefer Graben, Appelshauserisches Haus;Tiefer Graben 161;161;168;369;;Tiefer Graben;Magistrat der Stadt Wien;48.2116575;16.3668775;Schottenviertel
21;Tiefer Graben, Rechbergerisches Haus;Tiefer Graben 164;164;171;366;;Tiefer Graben;Magistrat der Stadt Wien;48.2118152;16.367094;Schottenviertel
22;Tiefer Graben, Gaidterisches Haus;Tiefer Graben 165;165;172;365;;Tiefer Graben;Magistrat der Stadt Wien;48.2118713;16.3671866;Schottenviertel
23;Tiefer Graben, Dr. Kotzi Haus;Tiefer Graben 168;168;175;362;;Tiefer Graben;Magistrat der Stadt Wien;48.21224795;16.36781179;Schottenviertel
24;;Neubad 288;288;310;180;;Neubad;Magistrat der Stadt Wien;48.20993141;16.36795115;Schottenviertel
25;;Naglergasse 286;286;308;178;;Naglergasse;Magistrat der Stadt Wien;48.20987772;16.3680416;Schottenviertel
26;;Rotenturmstraße 649;649;692;1229;Kasematten der K. K. Fortifikation;Rotenturmstraße;K. K. Fortifikation;48.21187374;16.37715569;Stubenviertel
27;Arsenal, Eysenhuterisches Haus;Zeughausgasse 180;180;187;349;;Zeughausgasse;Magistrat der Stadt Wien;48.21346974;16.36838034;Schottenviertel
28;Passauerhof;Salzgries 212;212;220;440;;Salzgries;Ständisch frei;48.21339961;16.37059371;Schottenviertel
29;Salzgries, Wolf in der Au;Salzgries 214;214;221;441;;Salzgries;Stift Schotten;48.213488;16.369694;Schottenviertel
30;Tiefer Graben, Forsterisches Haus;Zeughausgasse 216;216;223;404;;Zeughausgasse;Magistrat der Stadt Wien;48.2134029;16.36940152;Schottenviertel
31;Tiefer Graben, Zum goldenen Glöckel;Zeughausgasse 217;217;224;405;;Zeughausgasse;Magistrat der Stadt Wien;48.21333277;16.36939823;Schottenviertel
32;Tiefer Graben, Zum grünen Hirsch;Zeughausgasse 218;218;225;406;;Zeughausgasse;Magistrat der Stadt Wien;48.21327469;16.36940481;Schottenviertel
33;Am Gestade, Hiebmerisches Haus;An der Gestätte 220;220;227;400;;An der Gestätte;Magistrat der Stadt Wien;48.21299089;16.3697748;Schottenviertel
34;Am Gestade, Neumayrisches Haus;An der Gestätte 222;222;229;402;;An der Gestätte;Magistrat der Stadt Wien;48.2131182;16.3694365;Schottenviertel
35;Tiefer Graben, Weinbergisches Haus;Tiefer Graben 235;235;242;317;;Tiefer Graben;Magistrat der Stadt Wien;48.2118445;16.3675452;Widmerviertel
36;Heidenschuß, Beim steinernen Türken;Haidenschuß 237;237;244;515;;Haidenschuß;Magistrat der Stadt Wien;48.2111031;16.3663423;Schottenviertel
37;Freyung, Auerspergisches Haus;Freyung 239;239;247;119;;Freyung;Ständisch rustikal, seiner Obrigkeit Stift Schotten und Magistratisch redimiert;48.2113799;16.3653277;Schottenviertel
38;Herrengasse, Traunisches Haus;Herrengasse 240;240;248;122;;Herrengasse;Das große Haus in der Herrengasse Ständisch Frei, das kleine ständisch rustikal, zum Stifte Schotten dienstbar.;48.21074065;16.36514126;Schottenviertel
39;Beim Schönbrunn, Wisendisches Haus;Strauchgassel 244;244;252;206;;Strauchgassel;Magistrat der Stadt Wien;48.21075114;16.36606094;Schottenviertel
40;Herrengasse, Hofbeckisches Haus;Herrengasse 249;249;257;127;;Herrengasse;Magistrat der Stadt Wien;48.2100735;16.3655732;Schottenviertel
41;Herrengasse, Lambergisches Haus;Herrengasse 250;250;258;128;;Herrengasse;Stift Schotten;48.2098642;16.3657695;Schottenviertel
42;Herrengasse, Liechtensteinisches Haus;Herrengasse 251;251;"259;260";"129;130";;Herrengasse;"Ständisch frei;Stift Schotten";48.2089057;16.36629236;Schottenviertel
43;Kohlmarkt, Selbisches Haus;Kohlmarkt 253;253;"262;263;264";"133;134;135";;Kohlmarkt;Magistrat der Stadt Wien;48.2082175;16.36668702;Schottenviertel
44;Kohlmarkt, Penzisches Haus;Kohlmarkt 254;254;265;136;;Kohlmarkt;Magistrat der Stadt Wien;48.20840051;16.36699946;Schottenviertel
45;Kohlmarkt, Lackhnerisches Haus;Kohlmarkt 255;255;266;137;;Kohlmarkt;Magistrat der Stadt Wien;48.20846516;16.36706852;Schottenviertel
46;Kohlmarkt, Gurlandisches Haus;Kohlmarkt 257;257;268;139;;Kohlmarkt;Magistrat der Stadt Wien;48.20860434;16.36722967;Schottenviertel
47;Kohlmarkt, Zum grünen Gatter;Kohlmarkt 258;258;269;140;;Kohlmarkt;Stift Schotten;48.20868762;16.36733656;Schottenviertel
48;Kohlmarkt, Böhmsches Haus;Kohlmarkt 259;259;270;141;;Kohlmarkt;Stift Schotten;48.20873803;16.36739411;Schottenviertel
49;Kohlmarkt, Valentinisches Haus;Kohlmarkt 260;260;271;142;;Kohlmarkt;Magistrat der Stadt Wien;48.20878954;16.3674714;Schottenviertel
50;Wallnerstraße, Lambergisches Haus;Wallnerstraße 263;263;274;145;;Wallnerstraße;Ständisch frei, Magistrat der Stadt Wien;48.2092862;16.3671179;Schottenviertel
51;Kanzleibad;Brunngasse 264;264;275;146;;Brunngasse;Magistrat der Stadt Wien;48.20947554;16.36683831;Schottenviertel
52;Wallnerstraße, Nestlehnerisches Haus;Wallnerstraße 265;265;276;147;;Wallnerstraße;Magistrat der Stadt Wien;48.20958074;16.36674622;Schottenviertel
53;Wallnerstraße, Hueberisches Haus;Wallnerstraße 269;269;280;151;;Wallnerstraße;Magistrat der Stadt Wien;48.2100041;16.3661587;Schottenviertel
54;Wallnerstraße, Wo der Wolf den Gänsen predigt;Wallnerstraße 271;271;282;153;;Wallnerstraße;Magistrat der Stadt Wien;48.2101919;16.3659329;Schottenviertel
55;Wallnerstraße, Löwensteinisches Haus;Wallnerstraße 273;273;"284;285";"155;156";;Wallnerstraße;"Magistrat der Stadt Wien;Stift Schotten";48.2100576;16.3664716;Schottenviertel
56;;Plankengasse 1063;1063;"1127;1128";1377;;Plankengasse;Magistrat der Stadt Wien;48.20646846;16.37010861;Widmerviertel
57;Kohlmarkt, Puttelisches Haus;Kohlmarkt 279;279;298;168;;Kohlmarkt;Magistrat der Stadt Wien;48.20925199;16.36806503;Schottenviertel
58;Kohlmarkt, Rösslerisches Haus;Kohlmarkt 280;280;299;169;;Kohlmarkt;Magistrat der Stadt Wien;48.2094339;16.36833266;Schottenviertel
59;Kohlmarkt, Spöckhlisches Haus;Kohlmarkt 281;281;"300;301";"170;171";;Kohlmarkt;Magistrat der Stadt Wien;48.2093218;16.3681728;Schottenviertel
60;Neubad;Neubad 289;289;311;181;;Neubad;Stift Schotten;48.2098102;16.3676145;Schottenviertel
61;Naglergasse, Käfflisches Haus;Neubad 290;290;312;182;;Neubad;Magistrat der Stadt Wien;48.20998839;16.3678492;Schottenviertel
62;Naglergasse, Dillingerisches Haus;Naglergasse 291;291;318;190;;Naglergasse;Magistrat der Stadt Wien;48.21029304;16.36736739;Schottenviertel
63;Naglergasse, Albertisches Haus;Naglergasse 293;293;320;192;;Naglergasse;Magistrat der Stadt Wien;48.2103912;16.3672154;Schottenviertel
64;Naglergasse, Haus des Hofglasers;Naglergasse 294;294;321;193;;Naglergasse;Magistrat der Stadt Wien;48.2104427;16.3671425;Schottenviertel
65;Naglergasse, Brandweinerisches Haus;Naglergasse 295;295;322;194;;Naglergasse;Magistrat der Stadt Wien;48.21052973;16.36703029;Schottenviertel
66;Naglergasse, Grätschmayrisches Haus;Naglergasse 298;298;325;197;;Naglergasse;Magistrat der Stadt Wien;48.21066342;16.3667787;Schottenviertel
67;Naglergasse, Zum goldenen Kampl;Naglergasse 299;299;326;198;;Naglergasse;Magistrat der Stadt Wien;48.2107226;16.36668825;Schottenviertel
68;Naglergasse, Schneiderisches Haus;Naglergasse 304;304;331;203;;Naglergasse;Magistrat der Stadt Wien;48.2109517;16.3665142;Schottenviertel
69;Naglergasse, Hämmerlisches Haus;Bognergasse 317;317;345;218;;Bognergasse;Magistrat der Stadt Wien;48.21032262;16.36781303;Widmerviertel
70;Am Hof, Stemblerisches Haus;Glockengassel 318;318;346;217;;Glockengassel;Magistrat der Stadt Wien;48.21041796;16.36769463;Widmerviertel
71;Päpstl. Nuntiatur;Am Hof 321;321;349;214;Päpstliche Nuntiatur;Am Hof;Magistrat der Stadt Wien;48.21070726;16.36722433;Widmerviertel
72;Am Hof, Zum HahnenBeiß;Am Hof 322;322;350;213;;Am Hof;Stift Schotten;48.2109083;16.3669176;Widmerviertel
73;Am Hof, Weberisches Haus;Am Hof 324;324;352;314;;Am Hof;Magistrat der Stadt Wien;48.2111678;16.3669652;Widmerviertel
74;Am Hof, Natschysches Haus;Am Hof 325;325;353;313;;Am Hof;Magistrat der Stadt Wien;48.2112365;16.3670588;Widmerviertel
75;Am Hof, Pachenbergerisches Haus;Am Hof 326;326;354;312;;Am Hof;Magistrat der Stadt Wien;48.21131488;16.36716225;Widmerviertel
76;Am Hof, Kostlerisches Haus;Am Hof 327;327;355;311;;Am Hof;Magistrat der Stadt Wien;48.21137954;16.36722967;Widmerviertel
77;Am Hof, Bei der goldenen Weintraube;Am Hof 329;329;357;309;;Am Hof;Magistrat der Stadt Wien;48.21155486;16.36746153;Widmerviertel
78;Am Hof, Stadtrichterisches Haus;Am Hof 330;330;358;308;;Am Hof;Magistrat der Stadt Wien;48.2116768;16.3675785;Widmerviertel
79;Färbergasse, Schererisches Haus;Färbergassel 333;333;361;296;;Färbergassel;Magistrat der Stadt Wien;48.2122826;16.3688714;Widmerviertel
80;Färbergasse, Pöschisches Haus;Färbergassel 334;334;362;297;;Färbergassel;Magistrat der Stadt Wien;48.2121545;16.3689125;Widmerviertel
81;Am Hof, Bauerisches Haus;Ledererhof 338;338;367;305;;Ledererhof;Magistrat der Stadt Wien;48.2118312;16.3685472;Widmerviertel
82;Am Hof, Motzisches Haus;Am Hof 340;340;369;303;;Am Hof;Magistrat der Stadt Wien;48.2117227;16.3684839;Widmerviertel
83;Am Hof, Zu den fünf Kronen;Am Hof 341;341;370;300;;Am Hof;Magistrat der Stadt Wien;48.2116801;16.3688731;Widmerviertel
84;Judenplatz, Zeyhlisches Haus;Judenplatz 343;343;373;273;;Judenplatz;Magistrat der Stadt Wien;48.21190935;16.36923749;Widmerviertel
85;Wipplingerstraße, Wagnerhaus;Wipplingerstraße 351;351;381;295;;Wipplingerstraße;Magistrat der Stadt Wien;48.2123683;16.3692459;Widmerviertel
86;Klugerstraße, Zum roten Säbel;Hohe Brücke 352;352;382;387;;Hohe Brücke;Magistrat der Stadt Wien;48.212436;16.3690407;Widmerviertel
87;Hohe Brücke, Stadtanwaltshaus;Hohe Brücke 355;355;385;396;;Hohe Brücke;Magistrat der Stadt Wien;48.2126862;16.3690725;Schottenviertel
88;Am Gestade, Fürttisches Haus;Schwertgasse 357;357;387;398;;Schwertgasse;Magistrat der Stadt Wien;48.212747;16.369656;Schottenviertel
89;Wipplingerstraße, Herbersteinisches Haus;Wipplingerstraße 361;361;391;412;;Wipplingerstraße;Magistrat der Stadt Wien;48.2122851;16.3697631;Schottenviertel
90;Beim Stoß im Himmel;Stoß im Himmel 364;364;394;415;;Stoß im Himmel;Magistrat der Stadt Wien;48.2124419;16.3707227;Schottenviertel
91;Salvatorgasse, Zum großen Christoph;Fischerstiege 368;368;398;429;;Fischerstiege;Magistrat der Stadt Wien;48.2122649;16.3714629;Schottenviertel
92;Fischerstiege, Binderisches Haus;Fischerstiege 369;369;399;430;;Fischerstiege;Magistrat der Stadt Wien;48.212413;16.3717701;Schottenviertel
93;Fischerstiege, Frühwirthisches Haus;Fischerstiege 375;375;405;452;;Fischerstiege;Magistrat der Stadt Wien;48.2125568;16.3720234;Schottenviertel
94;Fischerstiege, Baderisches Haus;Rosmaringasse 376;376;406;453;;Rosmaringasse;Magistrat der Stadt Wien;48.2124194;16.3720212;Schottenviertel
95;Salvatorgasse, Zeisisches Haus;Fischerstiege 378;378;408;455;;Fischerstiege;Magistrat der Stadt Wien;48.2120293;16.3717816;Schottenviertel
96;Karmeliterhaus;Salvatorgasse 379;379;409;456;;Salvatorgasse;Magistrat der Stadt Wien;48.2118393;16.3720872;Schottenviertel
97;Salvatorgasse, Zum schwarzen Stiefel;Salvatorgasse 382;382;412;426;;Salvatorgasse;Magistrat der Stadt Wien;48.2115856;16.3721416;Schottenviertel
98;Judenplatz, Zum schwarzen Stern;Wipplingerstraße 384;384;415;290;K. K. vereinigte böhmisch-österr. Hofkanzlei;Wipplingerstraße;Magistrat redimiert;48.2115648;16.3702144;Widmerviertel
99;Wipplingerstraße, Hoffmannisches Haus;Wipplingerstraße 386;386;417;419;;Wipplingerstraße;"Magistrat der Stadt Wien;Stift Schotten";48.2115843;16.3716285;Schottenviertel
100;Wipplingerstraße, Weidingerisches Haus;Wipplingerstraße 387;387;418;420;;Wipplingerstraße;Magistrat der Stadt Wien;48.2114621;16.3717816;Schottenviertel
101;Wipplingerstraße Gatterburgisches Haus;Wipplingerstraße 393;393;426;288;;Wipplingerstraße;Magistrat der Stadt Wien;48.21143816;16.37153143;Widmerviertel
102;Wipplingerstraße, Raideggisches Haus;Wipplingerstraße 394;394;427;289;;Wipplingerstraße;Magistrat der Stadt Wien;48.21152473;16.37133903;Widmerviertel
103;Schultergasse, Zu den zwei Delphinen;Schultergasse 399;399;432;265;;Schultergasse;Magistrat der Stadt Wien;48.2110539;16.3715;Widmerviertel
104;;Dorotheergasse 1110;1110;1176;1141;;Dorotheergasse;Stiftsherrschaft Klosterneuburg;48.20718901;16.369323;Widmerviertel
105;Schultergassse, Zum kleinen Jordan;Jordangasse 402;402;435;268;;Jordangasse;Magistrat der Stadt Wien;48.21120476;16.37077336;Widmerviertel
106;Judenplatz, Zum großen Jordan;Judenplatz 404;404;437;270;;Judenplatz;Magistrat der Stadt Wien;48.2113568;16.3700877;Widmerviertel
107;Judenplatz, kleines Wenighofferische Haus;Parisergasse 405;405;438;246;;Parisergasse;Magistrat der Stadt Wien;48.2112189;16.3700146;Widmerviertel
108;Judenplatz, Wenighofferisches Haus;Schulhof 409;409;442;244;;Schulhof;Magistrat der Stadt Wien;48.21131872;16.36988538;Widmerviertel
109;Judenplatz, Bartholomäisches Haus;Judenplatz 411;411;444;239;;Judenplatz;Magistrat der Stadt Wien;48.21142172;16.36960912;Widmerviertel
110;;Tuchlauben 444;444;477;281;;Tuchlauben;Stift Schotten;48.2110897;16.37173205;Widmerviertel
111;Judenplatz, Zur goldenen Säule;Am Hof 417;417;450;238;;Am Hof;Magistrat der Stadt Wien;48.2115363;16.369228;Widmerviertel
112;Am Hof, Beim goldenen Einhorn;Am Hof 419;419;452;236;;Am Hof;Magistrat der Stadt Wien;48.2114283;16.36865044;Widmerviertel
113;Am Hof, Collaltoisches Haus;Am Hof 420;420;453;235;;Am Hof;"Ständisch frei;Magistrat der Stadt Wien";48.21133296;16.36850573;Widmerviertel
114;Profeßhaus;Am Hof 421;421;454;234;K. K. Hofkriegsrath-Gebäude;Am Hof;"Magistrat der Stadt Wien;Stift Schotten";48.2106509;16.3681601;Widmerviertel
115;Bognergasse, Bartholottisches Haus;Seitzergasse 424;424;457;233;;Seitzergasse;Magistrat der Stadt Wien;48.20977799;16.3688934;Widmerviertel
116;Seitzerhof;Spänglergasse 427;427;460;230;;Spänglergasse;Ständisch frei;48.21014948;16.36968148;Widmerviertel
117;Alter Fleischmarkt, Zum goldenen Drachen;Steinlgasse 429;429;462;251;;Steinlgasse;Magistrat der Stadt Wien;48.2105275;16.3695866;Widmerviertel
118;Steindlgasse, Wagelesches Haus;Steinlgasse 430;430;463;252;;Steinlgasse;Magistrat der Stadt Wien;48.21040152;16.36974561;Widmerviertel
119;Kleeblattgasse, Zum kleinen Ofenloch;Ofenlochgasse 432;432;465;257;;Ofenlochgasse;Magistrat der Stadt Wien;48.21066671;16.37003667;Widmerviertel
120;Kleeblattgasse, Zum großen Ofenloch;Ofenlochgasse 434;434;467;259;;Ofenlochgasse;Magistrat der Stadt Wien;48.21086725;16.37023893;Widmerviertel
121;Beim Schönbrunn, Zum grünen Kleeblatt;Tuchlauben 437;437;470;255;;Tuchlauben;Magistrat der Stadt Wien;48.21034235;16.37051683;Widmerviertel
122;Kohlmarkt, Zum goldenen Engel;Tuchlauben 438;438;471;256;;Tuchlauben;Magistrat der Stadt Wien;48.21043001;16.37067963;Widmerviertel
123;Unter den Tuchläden, Stampisches Haus;Tuchlauben 440;440;473;261;;Tuchlauben;Magistrat der Stadt Wien;48.21066671;16.37107757;Widmerviertel
124;Hoher Markt, Wichisches Haus;Hoher Markt 446;446;480;424;;Hoher Markt;Magistrat der Stadt Wien;48.211354;16.3721747;Schottenviertel
125;Hoher Markt, Zum blauen Mondschein;Krebsgasse 447;447;481;458;;Krebsgasse;Magistrat der Stadt Wien;48.21151564;16.37239228;Schottenviertel
126;Hoher Markt, Gruberisches Haus;Krebsgasse 448;448;482;459;;Krebsgasse;Magistrat der Stadt Wien;48.2116055;16.37249094;Schottenviertel
127;Hoher Markt, Zum blauen Krebs;Krebsgasse 449;449;483;460;;Krebsgasse;Magistrat der Stadt Wien;48.21175891;16.37263565;Schottenviertel
128;Sterngasse, Zu den drei weißen Lilien;Sterngasse 450;450;484;461;;Sterngasse;Magistrat der Stadt Wien;48.2119174;16.3727932;Schottenviertel
129;Sterngasse, Haus Zu den sieben Büchern;Salzgasse 456;456;490;465;;Salzgasse;Magistrat der Stadt Wien;48.21211504;16.37344799;Schottenviertel
130;Alter Kienmarkt, Zu den sieben Sternen;Pressgasse 458;458;492;469;;Pressgasse;Magistrat der Stadt Wien;48.21174357;16.37362723;Schottenviertel
131;Judengasse, Weinzierlisches Haus;Kienmarkt 459;459;493;470;;Kienmarkt;Magistrat der Stadt Wien;48.2119249;16.3739243;Schottenviertel
132;Alter Kienmarkt, Zur schwarzen Bürste;Kienmarkt 461;461;495;472;;Kienmarkt;Magistrat der Stadt Wien;48.21186082;16.37416001;Schottenviertel
133;Gammingerhof;Seitenstättengasse 464;464;498;475;Stift Seitenstätten;Seitenstättengasse;Ständisch frei;48.21175781;16.37457111;Stubenviertel
134;Alter Fleischmarkt, Zum Schabenrüssel;Rotenturmstraße 481;481;516;675;;Rotenturmstraße;Magistrat der Stadt Wien;48.2116379;16.3759853;Stubenviertel
135;Dempfingerhof;Dreifaltigkeitshof 494;494;528;476;;Dreifaltigkeitshof;Magistrat der Stadt Wien;48.2116052;16.3748019;Stubenviertel
136;Alter Kienmarkt, Deimblisches Haus;Dreifaltigkeitshof 495;495;529;495;;Dreifaltigkeitshof;Magistrat der Stadt Wien;48.21167892;16.37429979;Stubenviertel
137;;Alter Fleischmarkt 699;699;743;745;;Alter Fleischmarkt;Magistrat der Stadt Wien;48.21019628;16.37609547;Stubenviertel
138;Lazenhof;Lazzenhof 500;500;534;500;;Lazzenhof;"Ständisch frei;Magistrat der Stadt Wien";48.2110709;16.3743318;Stubenviertel
139;Alter Kienmarkt, Wo der Glaser ist;Judengasse 506;506;540;494;;Judengasse;Magistrat der Stadt Wien;48.21158468;16.37376536;Schottenviertel
140;;Pressgasse 457;457;491;468;;Pressgasse;Magistrat der Stadt Wien;48.21181808;16.37328683;Schottenviertel
141;Hoher Markt, Wincklerisches Haus;Hoher Markt 511;511;"544b;546 und 548;551";"480b;482 und 485b;488";;Hoher Markt;Magistrat der Stadt Wien;48.21126689;16.37263236;Schottenviertel
142;Hoher Markt, Kirchmayerisches Haus;Hoher Markt 512;512;552;"489;490";;Hoher Markt;Magistrat der Stadt Wien;48.21108389;16.37305169;Schottenviertel
143;Hoher Markt, Pergisches Haus;Hoher Markt 513;513;553;503;;Hoher Markt;Magistrat der Stadt Wien;48.2110191;16.3733236;Stubenviertel
144;;Köllnerhofgasse 739;739;785;1380;;Köllnerhofgasse;Magistrat der Stadt Wien;48.21021929;16.3757633;Stubenviertel
145;Fischhof, Zum blauen Wolf;Fischhof 516;516;556;506;;Fischhof;Magistrat der Stadt Wien;48.2110617;16.3737891;Stubenviertel
146;Fischhof, Schoneggisches Haus;Fischhof 517;517;557;507;;Fischhof;Magistrat der Stadt Wien;48.210994;16.3739477;Stubenviertel
147;Fischhof, Gimpelmayerisches Haus;Fischhof 519;519;559;509;;Fischhof;Magistrat der Stadt Wien;48.2108407;16.3742319;Stubenviertel
